"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
989,"NCT01991873","Maintenance Therapy With 5-FU/FA Plus Panitumumab vs. 5-FU/FA Alone After Prior Induction and Re-induction After Progress for 1st-line Treatment of Metastatic Colorectal Cancer","PanaMa","Recruiting","No Results Available","Metastatic Colorectal Cancer","Drug: Maintenance Chemotherapy|Drug: Panitumumab (Within maintenance phase)|Drug: mFOLFOX6 (Within re-induction phase)|Drug: Panitumumab (Within re-induction phase)","Progression-free survival|failure of treatment strategy|Progression-free survival of re-induction|Objective response after 12 weeks of induction chemotherapy|Objective best response during maintenance and re-induction|Overall survival|Safety|Health and skin related Quality of life","AIO-Studien-gGmbH|ClinAssess GmbH|Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 2","380","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AIO-KRK-0212|2012-005422-30|PanaMa_DE-2009-0003","April 2014","December 2019","June 2020","November 25, 2013",,"March 6, 2019","St.-Antonius-Hospital Eschweiler, Eschweiler, Germany|Zentrum für Tumorbiologie und Integrative Medizin, Klinikum Wilhelmshaven, Wilhelmshaven, Germany",,"https://ClinicalTrials.gov/show/NCT01991873"
990,"NCT01959698","Carfilzomib, Rituximab, Ifosfamide, Carboplatin, and Etoposide in Treating Patients With Relapsed or Refractory Stage I-IV Diffuse Large B-cell Lymphoma",,"Active, not recruiting","No Results Available","CD20 Positive|Recurrent Diffuse Large B-Cell Lymphoma|Refractory Diffuse Large B-Cell Lymphoma|Stage I Diffuse Large B-Cell Lymphoma|Stage II Diffuse Large B-Cell Lymphoma|Stage III Diffuse Large B-Cell Lymphoma|Stage IV Diffuse Large B-Cell Lymphoma","Drug: Carboplatin|Drug: Carfilzomib|Drug: Etoposide|Drug: Ifosfamide|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study|Biological: Rituximab","Best overall response rate (PR + CR) (Phase Ib)|MTD defined as the dose of carfilzomib added to standard R-ICE chemotherapy which, if exceeded, would put the patient at an undesirable risk of medically unacceptable dose-limiting toxicities (Phase I)|Complete response rate according to the International Working Group Response criteria as reported by the revised Cheson criteria|Overall survival|Pharmacokinetics (PK)/pharmacodynamics (PD) of carfilzomib and standard R-ICE combination therapy in adult patients with relapsed/refractory diffuse large B-cell lymphoma|Progression-free survival|Toxicity of the addition of carfilzomib to R-ICE at the MTD, assessed by the CTEP version 4.0 of the NCI CTCAE","Roswell Park Cancer Institute|National Cancer Institute (NCI)|Amgen","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","27","Other|NIH|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","I 240813|NCI-2013-01784|P30CA016056|R01CA136907","April 17, 2014","July 15, 2023","July 15, 2023","October 10, 2013",,"January 6, 2020","Roswell Park Cancer Institute, Buffalo, New York, United States",,"https://ClinicalTrials.gov/show/NCT01959698"
991,"NCT00617370","Dose-Dense Epirubicin and Cyclophosphamide (EC) Followed by Paclitaxel in Breast Cancer: Feasibility",,"Completed","No Results Available","Breast Cancer|Adenocarcinoma of the Breast","Drug: epirubicin, cyclophosphamide, Paclitaxel,","To evaluate the feasibility and safety of this dose-dense regimen.","Memorial Sloan Kettering Cancer Center|Amgen|Pfizer","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","38","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","04-065","November 2004","July 2005","June 2008","February 18, 2008",,"December 23, 2015","Memorial Sloan Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00617370"
992,"NCT01690702","Study of Nab-Paclitaxel in High Risk Early Breast Cancer","GAIN-2","Active, not recruiting","No Results Available","Breast Cancer","Drug: Epirubicin|Drug: nab-Paclitaxel|Drug: Cyclophosphamide|Drug: Docetaxel","invasive disease-free survival (IDFS)|locoregional relapse-free survival (LRRFS)|overall survival (OS)|distant disease-free survival (DDFS)|local relapse-free survival (LRFS)|regional relapse-free survival (RRFS)|brain metastasis free survival (in the subgroup of TNBC and HER2+)|compliance|safety|side effects of taxane|treatment effects by intrinsic subtypes|Ovarian substudy|Pharmacogenetic substudy|biology of lymph node metastases","German Breast Group|Celgene|Amgen","Female","18 Years to 65 Years   (Adult, Older Adult)","Phase 3","2886","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GBG 68","September 2012","January 2020","December 2020","September 24, 2012",,"July 13, 2017","Klinikum Frankfurt Höchst, Frankfurt, Hessen, Germany",,"https://ClinicalTrials.gov/show/NCT01690702"
993,"NCT00591851","Phase II Study of Dose-Dense Doxurubicin and Cyclophosphamide (AC) Followed By Paclitaxel With Trastuzumab in HER2/ NEU-Amplified Breast Cancer: Feasibility",,"Completed","Has Results","Breast Cancer","Drug: AC [Adriamycin (A) (also known as doxorubicin) and Cyclophosphamide (C)] Followed By Paclitaxel (P)","Cardiac Saftey","Memorial Sloan Kettering Cancer Center|Amgen|Genentech, Inc.","Female","18 Years and older   (Adult, Older Adult)","Phase 2","70","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","04-126","December 2004","June 2008","June 2008","January 11, 2008","December 1, 2014","December 1, 2014","Memorial Sloan Kettering Cancer Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00591851"
994,"NCT01555268","Trebananib With or Without Low-Dose Cytarabine in Treating Patients With Acute Myeloid Leukemia",,"Completed","No Results Available","Adult Acute Megakaryoblastic Leukemia (M7)|Adult Acute Minimally Differentiated Myeloid Leukemia (M0)|Adult Acute Monoblastic Leukemia (M5a)|Adult Acute Monocytic Leukemia (M5b)|Adult Acute Myeloblastic Leukemia With Maturation (M2)|Adult Acute Myeloblastic Leukemia Without Maturation (M1)|Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Adult Acute Myelomonocytic Leukemia (M4)|Adult Erythroleukemia (M6a)|Adult Pure Erythroid Leukemia (M6b)|Recurrent Adult Acute Myeloid Leukemia|Untreated Adult Acute Myeloid Leukemia","Biological: trebananib|Drug: cytarabine|Other: laboratory biomarker analysis|Other: pharmacological study","Safety of trebananib when administered alone and in combination with low-dose cytarabine measured by number of participants with toxicities according to CTCAE|PK/PD profile of trebananib when administered alone|PK/PD profile of trebananib when administered in combination with low-dose cytarabine|Clinical response in AML patients following trebananib therapy alone or given in combination with low-dose cytarabine therapy|Alterations in Ang1, Ang2, Tie2, VEGF, and VEGFR expression|Changes in bone marrow vascularization and hypoxia|Changes in gene and/or microRNA expression|Characterization of time course of trebananib concentrations in relation to target inhibition and clinical response using PK/PD modeling","Roswell Park Cancer Institute|National Cancer Institute (NCI)|Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 1","24","Other|NIH|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","I 186010|NCI-2011-02979|P30CA016056","October 31, 2011","September 24, 2013","August 3, 2016","March 15, 2012",,"February 15, 2017","Roswell Park Cancer Institute, Buffalo, New York, United States|University of Rochester, Rochester, New York, United States",,"https://ClinicalTrials.gov/show/NCT01555268"
995,"NCT01545648","Pilot Study to Evaluate the Impact of Denosumab on Disseminated Tumor Cells (DTC) in Patients With Early Stage Breast Cancer",,"Terminated","Has Results","Early Stage Breast Cancer","Drug: Denosumab","Percentage of Change in Reduction of Disseminated Tumor Cells (DTC)/Mililitre (ml)|Disseminated Tumor Cell Counts|Correlation of Local Recurrence With DTC","Hope Rugo, MD|University of California, San Francisco|Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 2","4","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","117527|NCI-2012-02802","November 1, 2012","June 9, 2015","June 9, 2016","March 7, 2012","January 2, 2020","January 2, 2020","University of California San Francisco, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT01545648"
996,"NCT00398372","Clinical and Pathologic Studies in Non-Hodgkin's Lymphoma Patients Receiving Antibody Treatment",,"Completed","No Results Available","Lymphoma, Non-Hodgkin|Lymphomas: Non-Hodgkin|Lymphomas: Non-Hodgkin Cutaneous Lymphoma|Lymphomas: Non-Hodgkin Diffuse Large B-Cell|Lymphomas: Non-Hodgkin Follicular / Indolent B-Cell|Lymphomas: Non-Hodgkin Mantle Cell|Lymphomas: Non-Hodgkin Marginal Zone|Lymphomas: Non-Hodgkin Peripheral T-Cell|Lymphomas: Non-Hodgkin Waldenstr Macroglobulinemia","Drug: Rituximab|Drug: Epratuzumab","To characterize the molecular and cell biology of the tumor cells in lymphoma.","Stanford University|Amgen|National Institutes of Health (NIH)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","500","Other|Industry|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)","LYMNHL0031|200114861|77550|CA09287|CA111827","November 2000","June 2007","September 2009","November 10, 2006",,"June 2, 2011","Stanford University School of Medicine, Stanford, California, United States",,"https://ClinicalTrials.gov/show/NCT00398372"
997,"NCT01349088","Investigational Drug in Combination With Two Chemotherapy Drugs in Women With Locally Recurrent or Metastatic Breast Cancer",,"Withdrawn","No Results Available","Breast Cancer|Metastatic Breast Cancer|Stage IV Breast Cancer","Drug: Ixabepilone|Drug: Capecitabine|Drug: Motesanib","Progression-Free Survival|Maximum Tolerated Dose of Motesanib|Overall Response Rate|Toxicity|Correlation of Tumor Levels|Pharmacokinetics of Study Regimen","Sidney Kimmel Cancer Center at Thomas Jefferson University|Susan G. Komen Breast Cancer Foundation|Amgen|Thomas Jefferson University","Female","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","0","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","10G.30|2009-34","December 2013","September 2015","September 2018","May 6, 2011",,"October 21, 2016","Thomas Jefferson University, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT01349088"
998,"NCT01336920","Carfilzomib in Treating Patients With Relapsed or Refractory T-Cell Lymphoma",,"Completed","No Results Available","Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Peripheral T-cell Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma","Drug: carfilzomib","MTD of carfilzomib, determined by incidence of dose-limiting toxicity (DLT) as assessed by the National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) version 4.0","University of Nebraska|National Cancer Institute (NCI)|Amgen","All","19 Years and older   (Adult, Older Adult)","Phase 1","15","Other|NIH|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","518-10|NCI-2010-02257|P50CA136411|P30CA036727","June 2011","April 2015","March 2018","April 18, 2011",,"July 27, 2018","Emory University/Winship Cancer Institute, Atlanta, Georgia, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|M D Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT01336920"
999,"NCT01325194","CHemoImmunotherapy With Early Central Nervous System (CNS) Prophylaxis","CHIC","Unknown status","No Results Available","Primary Disease","Drug: liposomal cytarabine","Time to treatment failure|Maximal hematological, gastrointestinal, neuronal and other toxicities|Clinical response rate|Incidence of central nervous system(CNS) relapse in cerebrospinal fluid (CSF )cytology neg/flow cytometry positive cases|Incidence of CNS relapse in a subgroup of patients with more than one extranodal site and elevated lactate dehydrogenase (LDH)|Progression free survival|Overall survival|Molecular predictors|CNS relapse rate","Nordic Lymphoma Group|Mundipharma Pte Ltd.|Amgen","All","18 Years to 64 Years   (Adult)","Phase 2","143","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NLG-LBC-05","March 2011","December 2014","December 2017","March 29, 2011",,"September 7, 2017","Department of Hematology, Århus University Hospital, Århus, Denmark|Department of Oncology, Helsinki University Central Hospital, Helsinki, Finland|Department of Oncology, Oslo University Hospital, Oslo, Norway|Department of Oncology, Lund University Hospital, Lund, Sweden",,"https://ClinicalTrials.gov/show/NCT01325194"
1000,"NCT00355407","Darbepoetin Alfa (Aranesp) Following Allogeneic Stem Cell Transplantation",,"Completed","No Results Available","Hematologic Malignancies","Drug: Darbepoetin alfa","Evaluate the percentage of patients achieving a target hemoglobin of 11 g/dL or greater by day 100 following allogeneic stem cell transplantation.|Evaluate the percentage of patients achieving a greater than 1 g/dL hemoglobin increase between days 30 and 100 after allogeneic stem cell transplantation|record transfusion requirements between days 30 and 100 in patients undergoing darbepoetin alfa administration following allogeneic stem cell transplantation.","Dana-Farber Cancer Institute|Amgen|Brigham and Women's Hospital","All","18 Years and older   (Adult, Older Adult)","Not Applicable","31","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","05-420","June 2006","August 2007","August 2007","July 21, 2006",,"March 13, 2009","Dana-Farber Cancer Institute, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT00355407"
1001,"NCT00293202","Safety and Efficacy Study of the Effect of Etanercept in Hemodialysis Patients",,"Terminated","No Results Available","End Stage Renal Disease","Drug: Etanercept|Drug: Saline","increased serum albumin concentration|reduced C-reactive protein concentration|effect of treatment on prealbumin concentration","Kaysen, George A., M.D., Ph.D.|Amgen|Dialysis Clinic, Inc.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","10","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","200311904","March 2005","March 2008","June 2010","February 17, 2006",,"April 5, 2012","University of California, Davis, Medical Center, Sacramento, California, United States",,"https://ClinicalTrials.gov/show/NCT00293202"
1002,"NCT01196715","Comparison Study of Standard Care Against Combination of Growth Factors Agents for Low-risk Myelodysplastic Syndromes","REGIME","Unknown status","No Results Available","Myelodysplastic Syndrome","Drug: Darbepoetin alpha|Drug: Filgrastim|Procedure: Blood Red Cell Transfusion","Quality of Life|Haemoglobine response|Utility of prognostic factor and predictive factor assessment","Barts & The London NHS Trust|Cancer Research UK|Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 3","360","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)","MDS201001|2009-017462-23|CRUK/08/009","November 2010","November 2013","November 2015","September 8, 2010",,"March 15, 2012","Birmingham Cancer Research UK Clinical Trial Unit, Birmingham, United Kingdom|St Bartholomew's Hospital, London, United Kingdom|CECM Institute of Cancer, London, United Kingdom|King's College Hospital Haematoloy Laboratory, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01196715"
1003,"NCT00194753","Adjuvant Therapy for High-Risk Breast Cancer With Wkly Adriamycin & Oral Cytoxan With G-CSF for 12 Wks; Wkly Taxol x 12",,"Completed","No Results Available","Breast Neoplasm","Drug: Paclitaxel|Drug: Doxorubicin|Drug: Cyclophosphamide|Drug: G-CSF","Delivered dose intensity|Toxicity|Time to treatment failure|Overall survival","University of Washington|Amgen|Bristol-Myers Squibb","All","18 Years and older   (Adult, Older Adult)","Phase 2","80","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18229-A|00-5889-A 07","December 2001","March 2011","March 2011","September 19, 2005",,"September 13, 2012","University of Washington/Seattle Cancer Care Alliance, Seattle, Washington, United States",,"https://ClinicalTrials.gov/show/NCT00194753"
1004,"NCT01049425","Anthracycline-free Taxane Based Chemotherapy in Patients With HER2/Neu Negative Early Breast Cancer","planB","Completed","No Results Available","Primary Breast Cancer|Her2 Non-overexpressing","Drug: Epirubicin|Drug: Cyclophosphamide|Drug: Docetaxel","disease-free survival in patients treated with either 6 cycles of Docetaxel / Cyclophosphamide chemotherapy or 4 cycles of EC followed by 4 cycles of Docetaxel as adjuvant treatment","West German Study Group|Sanofi|Amgen","Female","18 Years to 75 Years   (Adult, Older Adult)","Phase 3","3198","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","WSG AM04","February 5, 2009","March 1, 2017","May 15, 2018","January 14, 2010",,"August 14, 2019","Bethesda Krankenhaus, Moenchengladbach, Germany",,"https://ClinicalTrials.gov/show/NCT01049425"
1005,"NCT01036087","Panitumumab, Nab-paclitaxel and Carboplatin for HER2 Negative Inflammatory Breast Cancer",,"Active, not recruiting","No Results Available","Breast Cancer","Drug: Panitumumab|Drug: Nab-paclitaxel|Drug: Carboplatin|Drug: 5-Fluorouracil|Drug: Epirubicin|Drug: Cyclophosphamide","Pathologic Complete Response (CR) Rate","M.D. Anderson Cancer Center|Celgene Corporation|Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 2","40","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2008-0372|NCI-2012-00935","November 2010","November 2021","November 2022","December 21, 2009",,"May 16, 2019","University of Texas MD Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT01036087"
1006,"NCT00997022","Trial of Sorafenib in Hepatocellular Cancer (HCC) Transplant Patients",,"Completed","No Results Available","Hepatocellular Cancer","Drug: Sorafenib","Maximum tolerated dose of daily sorafenib|Duration of disease free survival|Duration of progression free survival","Columbia University|Bayer|Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 1","14","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AAAD3519","May 2009","May 2015","May 2015","October 16, 2009",,"August 10, 2015","University of Southern California, Los Angeles, California, United States|University of California, Los Angeles, Los Angeles, California, United States|Columbia University Medical Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT00997022"
1007,"NCT00953446","Arterial Spin Labeling Blood Flow Magnetic Resonance Imaging for the Evaluation of Response to Therapy in Metastatic Renal Cell Carcinoma",,"Suspended","No Results Available","Renal Cell Carcinoma","Procedure: Arterial Spin Labeling Blood Flow Magnetic Resonance Imaging","To explore the association of baseline blood flow in renal cell carcinoma(RCC) measured by ASL MRI and tumor response to treatment with the combination of sunitinib and AMG386|To explore the association of changes in tumor blood flow that occur early in the course of therapy compared to baseline and response of RCC to treatment with the combination of sunitinib and AMG386|To evaluate the association between changes in tumor blood flow on ASL over the course of therapy and at the time of disease progression and resistance to therapy.|To compare above results to those observed in a comparable patient population receiving sunitinib alone.","Beth Israel Deaconess Medical Center|Dana-Farber Cancer Institute|Amgen","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","09-105","August 2009","August 2011",,"August 6, 2009",,"November 19, 2010","Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT00953446"
1008,"NCT00915252","Efficacy of 5-azacytidine Added to Standard Primary Therapy in Elderly Patients With Newly Diagnosed Acute Myeloid Leukemia (AML)","AML-AZA","Completed","No Results Available","Acute Myeloid Leukemia","Drug: azacitidine|Drug: standard chemotherapy (7+3 scheme): Daunorubicin, Cytarabine","Median Event Free Survival (EFS) of all AML patients|Median event free survival of AML patients with different cytogenetic and molecular risk groups|Median overall survival of all AML patients|Median overall survival of AML patients with different cytogenetic and molecular risk groups|Relapse free survival","University Hospital Muenster|Celgene Corporation|Amgen","All","61 Years and older   (Adult, Older Adult)","Phase 2","214","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","101010","July 2009","December 2012","December 2012","June 5, 2009",,"December 17, 2012","RWTH Aachen, Medizinische Klinik IV, Aachen, Germany|Sozialstiftung Bamberg, Klinikum am Bruderwald, Med. Klinik V, Bamberg, Germany|Klinikum Bayreuth, Medizinische Klinik IV, Bayreuth, Germany|Charite Campus Benjamin Franklin, Universitätsmedizin Berlin, Medizinische Klinik III, Berlin, Germany|Städt. Kliniken Bielefeld gem. GmbH, Klinikum Mitte, Klinik für Hämatologie, Onkologie, Palliativmedizin, Bielefeld, Germany|Klinikum Chemnitz, Krankenhaus Küchenwald, Klinik für Innere Medizin III, Chemnitz, Germany|Universitätsklinikum Carl Gustav Carus, Medizinische Klinik und Poliklinik I, Dresden, Germany|Katholische Krankenhaus Duisburg, Duisburg, Germany|Universitätsklinikum Erlangen, Medizinische Klinik 5, Erlangen, Germany|Universitätsklinikum Essen, Klinik für Hämatologie, Essen, Germany|Klinikum Frankfurt (Oder) GmbH, Frankfurt (Oder), Germany|Klinikum der Johann Wolfgang Goethe-Universität Frakfurt am Main, Frankfurt am Main, Germany|Asklepios Klinik St. Georg, Hämatologische Abteilung, Hamburg, Germany|St. Bernward Krankenhaus Hildesheim, Medizinische Klinik II, Hildesheim, Germany|Westpfalz-Klinikum GmbH, Med. Klinik I, Kaiserslautern, Germany|Stiftungsklinikum Mittelrhein, Hämatologie/ Onkologie, Koblenz, Germany|Johannes Gutenberg-Universität Mainz Klinikum, III. Medizinische Klinik und Poliklinik, Mainz, Germany|Phillips Universität Marburg, Fachbereich 20, ZIM, Marburg, Germany|Klinikum rechts der Isar, III. Medizinische Klinik, Muenchen, Germany|Universitätsklinikum Münster, Medizinische Klinik und Poliklinik A, Münster, Germany|Klinikum Nürnberg, Medizinische Klinik 5, Nurnberg, Germany|Klinikum Osnabrück, Klinik für Onkologie, Hämatologie, Immunologie, Osnabruck, Germany|Klinikum der Universität Regensburg, Klinik und Poliklinik für Innere Medizin I, Regensburg, Germany|Robert-Bosch-Krankenhaus, Zentrum für Innere Medizin, Stuttgart, Germany|Klinikum Mutterhaus der Borromäerinnen, Innere Medizin I, Trier, Germany|Dr. Horst-Schmidt-Kliniken, Wiesbaden, Germany|Universitätsklinikum Würzburg, Medizinische Klinik und Poliklinik II, Wurzburg, Germany",,"https://ClinicalTrials.gov/show/NCT00915252"
1009,"NCT00757172","Panitumumab, Docetaxel, Cisplatin, Radiation Therapy, and Surgery in Treating Patients With Newly Diagnosed, Locally Advanced Esophageal Cancer or Cancer of the Gastroesophageal Junction",,"Completed","Has Results","Adenocarcinoma of the Gastroesophageal Junction|Esophageal Cancer","Biological: panitumumab|Drug: cisplatin|Drug: docetaxel|Procedure: neoadjuvant therapy|Procedure: therapeutic conventional surgery|Radiation: radiation therapy","Number of Participants With Pathologic Complete Response Following Surgery|Number of Participants With Near-complete Response Rate (≤ 10% Residual Cancer in Primary Tumor Viable)|Percentage of Participants With 3-year Overall Survival|Percentage of Participants With 2-year Disease-free Survival|Number of Participants With Frequent (>=15% Grade 3/4 Incidence) Adverse Events Regardless of Attribution","Alliance for Clinical Trials in Oncology|National Cancer Institute (NCI)|Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 2","70","Other|NIH|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ACOSOG-Z4051|CDR0000596674|NCI-2009-00346|U10CA076001","January 2009","November 2011","December 2014","September 23, 2008","August 19, 2014","March 11, 2016","Curtis and Elizabeth Anderson Cancer Institute at Memorial Health University Medical Center, Savannah, Georgia, United States|Robert H. Lurie Comprehensive Cancer Center at Northwestern University, Chicago, Illinois, United States|University of Chicago Cancer Research Center, Chicago, Illinois, United States|Evanston Hospital, Evanston, Illinois, United States|Simmons Cooper Cancer Institute, Springfield, Illinois, United States|Central Baptist Hospital, Lexington, Kentucky, United States|William Beaumont Hospital - Royal Oak Campus, Royal Oak, Michigan, United States|Mayo Clinic Cancer Center, Rochester, Minnesota, United States|Siteman Cancer Center at Barnes-Jewish Hospital - Saint Louis, Saint Louis, Missouri, United States|Norris Cotton Cancer Center at Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, United States|Blumenthal Cancer Center at Carolinas Medical Center, Charlotte, North Carolina, United States|Wake Forest University Comprehensive Cancer Center, Winston-Salem, North Carolina, United States|Good Samaritan Hospital, Dayton, Ohio, United States|Wayne Hospital, Greenville, Ohio, United States|Charles F. Kettering Memorial Hospital, Kettering, Ohio, United States|Providence Cancer Center at Providence Portland Medical Center, Portland, Oregon, United States|Legacy Emanuel Hospital and Health Center and Children's Hospital, Portland, Oregon, United States|Geisinger Cancer Institute at Geisinger Health, Danville, Pennsylvania, United States|Allegheny Cancer Center at Allegheny General Hospital, Pittsburgh, Pennsylvania, United States|UPMC Cancer Centers, Pittsburgh, Pennsylvania, United States|Hollings Cancer Center at Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT00757172"
1010,"NCT00639717","Addition of Etanercept and Extracorporeal Photopheresis (ECP) to Standard Graft-Versus-Host Disease (GVHD) Prophylaxis in Stem Cell Transplant",,"Completed","Has Results","Graft Versus Host Disease","Procedure: stem cell transplant|Drug: tacrolimus (standard GVHD prophylaxis)|Drug: mycophenolate (standard GVHD prophylaxis)|Drug: etanercept|Drug: methoxsalen","Percentage of Patients Alive at 6 Months|Percentage of Patients Who Experienced Relapse by 6 Months|The Percentage of Patients That Experienced Graft Versus Host Disease|Measured Level of Circulating Plasma Markers After Transplant|Regulatory T Cell Numbers Post-transplant","University of Michigan Rogel Cancer Center|Mallinckrodt|Amgen","All","Child, Adult, Older Adult","Phase 2","48","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","umcc 2008.003","March 2009","January 2012","April 2016","March 20, 2008","September 25, 2014","August 1, 2017","University of Michigan Cancer Center, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT00639717"
1011,"NCT00513383","Panitumumab Chemoradiotherapy Chemotherapy for Squamous Cancer of the Head and Neck",,"Completed","No Results Available","Squamous Cell Carcinoma of the Head and Neck","Drug: Panitumumab|Drug: Carboplatin|Drug: Paclitaxel|Radiation: Intensity Modulated Radiation Therapy|Drug: 5-Fluorouracil|Drug: Docetaxel|Drug: Cisplatin","To identify the maximally tolerated dose of paclitaxel given with panitumumab plus carboplatin chemoradiotherapy.|To identify the maximally tolerated dose or biologically acceptable dose of TPF, varying the 5-FU dose, given with a fixed dose of panitumumab, prior to concurrent carboplatin, paclitaxel, panitumumab chemoradiotherapy.|To evaluate the safety and tolerability of the combination of Pan-CRT and Pan-TPF.|To estimate the overall response rate to Pan-TPF.|To estimate the overall response rate of sequential therapy.|To estimate the rate of pathologic complete response of primary tumor biopsy, to estimate 2-year disease free survival and overall survival.|To evaluate functional outcome at 2 years with respect to speech, swallowing and overall quality of life.","Massachusetts General Hospital|Brigham and Women's Hospital|Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 1","34","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","05-401","April 2006","October 2010","October 2012","August 8, 2007",,"March 1, 2017","Dana-Farber Cancer Institute, Boston, Massachusetts, United States|Massachusetts General Hospital, Boston, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT00513383"
