"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
549,"NCT00710619","Observational Patient Diary Study of Treatment Doses for Patients With Haemophilia With Inhibitors to Factors VIII and IX","DOSE","Completed","No Results Available","Congenital Bleeding Disorder|Haemophilia A With Inhibitors|Haemophilia B With Inhibitors","Drug: activated recombinant human factor VII|Drug: Feiba VH","Characterisation of dose and dosing intervals for each bleeding episode|Effect of type of bleed on initial dose, dosing interval and total dose|Effect of initial dose and dosing interval on total dose, time to first perceived improvement, time to perceived bleed resolution|Effect of time to first dose on dosing interval and total dose|Effect of bleeds and drug administration time on planned daily activities|Relationship of dose and dosing intervals to reported SAEs","Novo Nordisk A/S","Male","Child, Adult, Older Adult",,"52","Industry","Observational","Observational Model: Case-Only|Time Perspective: Prospective","F7HAEM-1965","June 2008","July 2009","July 2009","July 4, 2008",,"November 17, 2016","Novo Nordisk Investigational Site, Plainsboro, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT00710619"
550,"NCT00141973","Time Course of Procalcitonin and C Reactive Protein in Septic Patients Under Treatment With Corticosteroids",,"Completed","No Results Available","Sepsis",,,"Ospedale Regionale Bellinzona e Valli|Brahms SA, D-16761 Hennigsdorf bei Berlin","All","50 Years to 80 Years   (Adult, Older Adult)",,,"Other","Observational","Time Perspective: Prospective","CE1408","November 2004",,"December 2005","September 2, 2005",,"May 14, 2008","Ospedale Regionale Bellinzona e Valli, Bellinzona, Ticino, Switzerland",,"https://ClinicalTrials.gov/show/NCT00141973"
551,"NCT03570944","Postoperative Outcomes Within an Enhanced Recovery After Surgery Protocol (POWER2)","POWER2","Unknown status","No Results Available","Arthroplasty, Replacement, Hip|Arthroplasty, Replacement, Knee","Procedure: HRS, KRS","30 day postoperative complications|Mortality|Hospital Stay","Grupo Español de Rehabilitación Multimodal","All","18 Years to 120 Years   (Adult, Older Adult)",,"3012","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","RedGerm02","October 22, 2018","February 28, 2019","March 28, 2019","June 27, 2018",,"March 6, 2019","Hospital Universitario Infanta Leonor, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT03570944"
552,"NCT00108758","Efficacy of NovoSeven® in Bleeding Prophylaxis in Hemophilia",,"Completed","No Results Available","Congenital Bleeding Disorder|Haemophilia A With Inhibitors|Haemophilia B With Inhibitors","Drug: activated recombinant human factor VII","Reduction of bleeds|Efficacy variables","Novo Nordisk A/S","Male","2 Years and older   (Child, Adult, Older Adult)","Phase 2","23","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","F7HAEM-1505","March 2004","November 2005","November 2005","April 19, 2005",,"January 12, 2017","Novo Nordisk Investigational Site, Berkeley, California, United States|Novo Nordisk Investigational Site, Los Angeles, California, United States|Novo Nordisk Investigational Site, Chicago, Illinois, United States|Novo Nordisk Investigational Site, Indianapolis, Indiana, United States|Novo Nordisk Investigational Site, Iowa City, Iowa, United States|Novo Nordisk Investigational Site, New Orleans, Louisiana, United States|Novo Nordisk Investigational Site, Boston, Massachusetts, United States|Novo Nordisk Investigational Site, Detroit, Michigan, United States|Novo Nordisk Investigational Site, Newark, New Jersey, United States|Novo Nordisk Investigational Site, New Hyde Park, New York, United States|Novo Nordisk Investigational Site, Philadelphia, Pennsylvania, United States|Novo Nordisk Investigational Site, Philadelphia, Pennsylvania, United States|Novo Nordisk Investigational Site, Houston, Texas, United States|Novo Nordisk Investigational Site, Ciudad Autónoma de Bs. As., Argentina|Novo Nordisk Investigational Site, Campinas, Sao Paulo, Brazil|Novo Nordisk Investigational Site, Belo Horizonte, Brazil|Novo Nordisk Investigational Site, Recife, Brazil|Novo Nordisk Investigational Site, Ribeirao Preto, Brazil|Novo Nordisk Investigational Site, Rio de Janeiro, Brazil|Novo Nordisk Investigational Site, Sofia, Bulgaria|Novo Nordisk Investigational Site, Kremlin-Bicêtre, France|Novo Nordisk Investigational Site, Lille, France|Novo Nordisk Investigational Site, Paris, France|Novo Nordisk Investigational Site, Manila, Philippines|Novo Nordisk Investigational Site, Gdansk, Poland|Novo Nordisk Investigational Site, Lublin, Poland|Novo Nordisk Investigational Site, Warszawa, Poland|Novo Nordisk Investigational Site, Warszawa, Poland|Novo Nordisk Investigational Site, Timisoara, Timis, Romania|Novo Nordisk Investigational Site, Bucharest, Romania|Novo Nordisk Investigational Site, Moscow, Russian Federation|Novo Nordisk Investigational Site, Johannesburg, Gauteng, South Africa|Novo Nordisk Investigational Site, Madrid, Spain|Novo Nordisk Investigational Site, Santander, Spain|Novo Nordisk Investigational Site, Sevilla, Spain|Novo Nordisk Investigational Site, Bornova-IZMIR, Turkey|Novo Nordisk Investigational Site, Capa-ISTANBUL, Turkey",,"https://ClinicalTrials.gov/show/NCT00108758"
553,"NCT02465229","Comparison of Diagnostic Accuracy Before or After Stricture Dilation in Biliary Stricture",,"Unknown status","No Results Available","Biliary Strictures","Procedure: Multimodal tissue-sampling methods before and after stricture dilation","Diagnostic accuracy of multimodal tissue-sampling before and after dilation|Diagnostic accuracy of individual tissue-sampling method","National Taiwan University Hospital","All","20 Years and older   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","201406071RINA","December 2015","June 2016","December 2016","June 8, 2015",,"December 18, 2015",,,"https://ClinicalTrials.gov/show/NCT02465229"
554,"NCT04040673","RAman For Thyroid cancER","RAFTER","Not yet recruiting","No Results Available","Thyroid Diseases|Thyroid Cancer","Procedure: thyroid lobectomy|Device: Raman spectroscopy probe measurement","Test the Raman needle probe on freshly exised tissue|Calculate diagnostic performance of Raman spectroscopy probe for thyroid cancer","Gloucestershire Hospitals NHS Foundation Trust","All","18 Years and older   (Adult, Older Adult)",,"40","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","18/044/GHT|245612|18/LO/1545","September 1, 2021","October 1, 2022","October 1, 2022","August 1, 2019",,"July 27, 2021","Biophotonics Research Unit, Gloucester, Gloucestershire, United Kingdom","""Study Protocol and Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/73/NCT04040673/Prot_ICF_000.pdf","https://ClinicalTrials.gov/show/NCT04040673"
555,"NCT01631149","Effect of Deep BLock on Intraoperative Surgical Conditions","BLISS","Completed","Has Results","Prostate Hypertrophy|Renal Disease","Drug: Surgical block (rocuronium; atracurium/mivacurium)","Surgical Rating Scale|Breathing|Post-operative Pain|Postoperative Sedation Score|Nausea and Vomiting","Leiden University Medical Center","All","18 Years and older   (Adult, Older Adult)","Phase 4","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention","bliss s","June 2012","March 2013","March 2013","June 28, 2012","October 17, 2016","October 17, 2016","Leiden University Medical Center, Leiden, ZH, Netherlands",,"https://ClinicalTrials.gov/show/NCT01631149"
556,"NCT02628340","Comprehensive Analysis of HIV Reservoirs in Chronically Infected HIV-1 Treated Patients","RESACHRON","Completed","No Results Available","HIV","Other: Ex-vivo analysis","measure of HIV reservoirs in a selected HIV chronically infected ARV treated population assessed by HIV DNA distribution in PBMCs, total and sorted CD4 T cells subsets.|measure of host molecular signatures and transcriptional activity in each subset assessed by microfluidic qRT-PCR (Fluidigm)|measure of in vitro inducibility of the HIV provirus in the different sorted CD4 subsets harboring the HIV réservoirs assessed by ultrasensitive real-time RT-PCR assay|measure of defective viral population estimated by the proportion of stop codons in the integrated HIV-DNA assessed by ultra deep sequencing and|measure of levels of unspliced HIV transcripts in total and different subsets of CD4 T cells.|measure of serum inflammatory biomarkers assessed by ELISA assay|measure of immune activation in the different sorted CD4 T cell subsets assessed by flow cytometry on fresh blood","Centre de Recherches et d'Etude sur la Pathologie Tropicale et le Sida|INSERM UMR S 1136|Bristol-Myers Squibb","All","18 Years and older   (Adult, Older Adult)",,"20","Other|Industry","Observational","Time Perspective: Cross-Sectional","CREPATS 002","June 2014","June 2016","July 2016","December 11, 2015",,"August 2, 2016","Groupe Hospitalier Pitié-Salpêtrière - Service des Maladies Infectieuses et Tropicales, Paris, France",,"https://ClinicalTrials.gov/show/NCT02628340"
557,"NCT01930747","Effect of Deep Neuromuscular Block (NMB), Inhalation or TIVA on Pneumoperitoneum.","TIVA","Completed","Has Results","Muscle Relaxation","Drug: rocuronium|Drug: Sevoflurane|Drug: remifentanyl","Effect of Anesthetics on the Pressure at Zero Volume (PV0) Measured During Insufflation of the Abdomen|Effect of Anesthetics on the Abdominal Elastance (E) Measured During Insufflation of the Abdomen by|Adverse Events Difference Between the Three Groups","AZ Sint-Jan AV","All","18 Years to 90 Years   (Adult, Older Adult)","Phase 4","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","2013JPM2","April 2013","December 2015","April 2016","August 29, 2013","May 29, 2019","May 29, 2019","Azsintjan, Brugge, Belgium",,"https://ClinicalTrials.gov/show/NCT01930747"
558,"NCT04072237","Study of Coagulation Faction VIIa Variant Marzeptacog Alfa (Activated) in Adult Subjects With Hemophilia",,"Completed","Has Results","Hemophilia A|Hemophilia B|Hemophilia A With Inhibitor|Hemophilia B With Inhibitor|Hemophilia A Without Inhibitor|Hemophilia B Without Inhibitor","Biological: MarzAA (marzeptacog alfa [activated])","Comparative MarzAA Activity by Dose Level/Stage - AUC0-∞ and AUC0-last|Comparative MarzAA Activity by Dose Level/Stage - AUCT1-T2 Normalized by Dose = AUC0-last/Dose|Comparative MarzAA Activity of Intravenous and Subcutaneous - Cmax|Comparative MarzAA Activity of Intravenous and Subcutaneous - Tmax|Comparative MarzAA Activity of Intravenous and Subcutaneous - T1/2eqα|Comparative MarzAA Activity of Intravenous and Subcutaneous - T1/2λ-z|Comparative MarzAA Activity of Intravenous and Subcutaneous - CL|Comparative MarzAA Activity of Intravenous and Subcutaneous - Vd1|Comparative MarzAA Activity of Intravenous and Subcutaneous - BAabs|Comparative MarzAA Activity of Intravenous and Subcutaneous - Mean Residence Time|Effect of Split Injections on MarzAA Activity by Dose Level/Stage - AUC From T1 to T2 Norm by Dose|Effect of Split Injections on MarzAA Activity by Dose Level/Stage - AUC Infinity Obs and AUC to Last Nonzero Conc|Change in Coagulation Parameters - Prothrombin Time (PT)|Change in Coagulation Parameters - Activated Partial Thromboplastin Time (aPTT)|Change in Coagulation Parameters - Thrombin Generation Time (TGT) - TGT-Peak|Change in Coagulation Parameters - Thrombin Generation Time (TGT) - TGT-Lag and TGT-Time to Peak|Change in Coagulation Parameters - Thrombin Generation Time (TGT) - TGT-Endogenous Thrombin Potential|Change in Thrombogenicity Parameter - Fibrinogen|Change in Thrombogenicity Parameter - Prothrombin Fragments 1 + 2|Change in Thrombogenicity Parameter - Thrombin/Antithrombin|Change in Thrombogenicity Parameter - D-Dimer|Occurrence of an Antibody Response to MarzAA|Occurrence of Clinical Thrombotic Event","Catalyst Biosciences","Male","18 Years and older   (Adult, Older Adult)","Phase 1","11","Industry","Interventional","Allocation: N/A|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","MAA-102","September 24, 2019","April 30, 2020","June 17, 2020","August 28, 2019","July 16, 2021","September 13, 2021","Medical Center ""Hippocrates - N"", Plovdiv, Bulgaria|Specialized Hospital for Active Treatment of Hematological Diseases, Sofia, Bulgaria|Kirov Research Institute of Hematology and Blood Transfusion, Kirov, Russian Federation|National Medical Hematology Research Center, Moscow, Russian Federation|Municipal Policlinic # 37, City Center for Hemophilia Treatment, Saint Petersburg, Russian Federation","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/37/NCT04072237/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT04072237"
559,"NCT01184183","Trial Comparison of Accuseal and Bovine Pericardial Patch During Endarterectomy",,"Completed","No Results Available","Coronary Stenosis","Procedure: Comparing Accuseal Vs. Bovine Pericardial in CEA","The aim of this study is to evaluate the perioperative and long-term complications (thrombosis of the carotid artery, and the degree of restenosis of the patched artery as determined by duplex ultrasound evaluation).|We hypothesize that the Accuseal patch will have a longer hemostasis time but a lower associated stroke rate and a longer time to restenosis than the Bovine Pericardial patch.","CAMC Health System","All","18 Years to 90 Years   (Adult, Older Adult)",,"200","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","09-02-2136","September 2009","January 2012","January 2012","August 18, 2010",,"February 19, 2020","Vascular Center of Excellence, Charleston, West Virginia, United States",,"https://ClinicalTrials.gov/show/NCT01184183"
560,"NCT00976586","Role of Pseudogene in Incontinentia Pigmenti, and Its Potential Treatment",,"Completed","No Results Available","Incontinentia Pigmenti",,"Mutation analysis result","National Taiwan University Hospital|National Science Council, Taiwan","All","Child, Adult, Older Adult",,"50","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","200812061R","August 2009","June 2012","June 2012","September 14, 2009",,"December 4, 2013","National Taiwan University Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT00976586"
561,"NCT02590354","Analytical Treatment Interruption in HIV Positive Patients","ISALA","Completed","Has Results","HIV-1 Infection","Other: ART interruption","Assessment of the Number of Participants With a HIV Plasma Viral Load Below the Lower Limit of Detection 48 Weeks Following Interruption of Antiretroviral Treatment|Number of Patients With and the Severity of Adverse Events That Are Related to the Study Intervention, Graded According to NCI CTCAE Version 4.0|Evaluation of the Reservoir Replenishment Upon Interruption of Antiretroviral Treatment (TI) by Quantifying the Viral Reservoir at Baseline (i.e. Just Before TI) and at Viral Rebound (Total HIV DNA).|Evaluation of the Reservoir Replenishment Upon Interruption of Antiretroviral Treatment (TI) by Quantifying the Viral Reservoir at Baseline (i.e. Just Before TI) and at Viral Rebound (Unspliced RNA).|Assessment of the Kinetics of HIV Viral Load Rebound After Treatment Interruption Based on the Repetitive Plasma Viral Load Measurements.","Institute of Tropical Medicine, Belgium|University Hospital, Ghent|Universitair Ziekenhuis Brussel|Saint-Pierre University Hospital|Agentschap voor Innovatie door Wetenschap en Technologie","All","18 Years to 64 Years   (Adult)","Not Applicable","114","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","ITM0714","January 25, 2016","June 22, 2018","June 22, 2018","October 29, 2015","September 24, 2019","September 24, 2019","Institute of Tropical Medicine, Antwerp, Belgium|Saint-Pierre University Hospital, Brussels, Belgium|Brussels University Hospital, Brussels, Belgium|Ghent University Hospital, Ghent, Belgium","""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/54/NCT02590354/SAP_000.pdf|""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/54/NCT02590354/Prot_001.pdf","https://ClinicalTrials.gov/show/NCT02590354"
562,"NCT02201576","Bortezomib in Rejection of Kidney Transplants","TRIBUTE","Completed","No Results Available","Chronic Antibody-mediated Transplant Rejection","Drug: Bortezomib|Drug: Plasma exchanges and intravenous immunoglobulins","histological lesions of humoral rejection and immunodominant donor specific antibody|histological lesions of humoral rejection|immunodominant donor specific antibody|all donor specific antibodies at one year|all donor specific antibodies|Histological lesions|renal function and proteinuria|Safety of bortezomib in renal transplant recipients|Patient and graft survival|T and B lymphocytes subsets with bortezomib","Assistance Publique - Hôpitaux de Paris|Fondation Centaure","All","18 Years and older   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","P120119","February 11, 2015","July 16, 2020","July 16, 2020","July 28, 2014",,"September 16, 2020","Hopital Necker Enfants-malades, Paris, France",,"https://ClinicalTrials.gov/show/NCT02201576"
563,"NCT03138967","Investigation of Sugammadex in Outpatient Urological Procedures",,"Completed","Has Results","Malignant Neoplasms of Urinary Tract|Bladder Cancer","Drug: Rocuronium|Drug: Sugammadex|Drug: Neostigmine|Drug: Glycopyrrolate","Muscle Recovery Time|PostOperative Complications|Overall Recovery Time","M.D. Anderson Cancer Center|Merck Sharp & Dohme Corp.","All","18 Years and older   (Adult, Older Adult)","Phase 4","54","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Supportive Care","2015-1007","September 18, 2017","September 1, 2018","November 24, 2019","May 3, 2017","July 26, 2019","September 22, 2020","University of Texas MD Anderson Cancer Center, Houston, Texas, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/67/NCT03138967/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03138967"
564,"NCT03784794","Patient Blood Management for Massive Obstetric Hemorrhage",,"Completed","No Results Available","Post Partum Hemorrhage|Fibrinogenolysis; Hemorrhage|Fibrinogen; Deficiency, Acquired|Massive Hemorrhage|Transfusion Related Complication","Diagnostic Test: Thromboelastometry|Diagnostic Test: Standard Coagulation Test|Drug: Fibrinogen Concentrate Human|Drug: Prothrombin Complex Concentrates|Other: Platelets|Other: Red Blood Cells|Other: Fresh Frozen Plasma|Other: cryoprecipitates","Number of Blood products transfused|Number of hemocomponents or fibrinogen concentrates needed to treat hypofibrinogenemia|Incidence of Red Blood Cells transfusion (RBC)|Incidence of Massive Red Blood Cells transfusion (RBC)|estimated blood loss|Time to bleeding control|Incidence of coagulopathy|Incidence of hysterectomy|Incidence of re-surgery|Incidence of Transfused associated circulatory overload|Incidence of surgical site infection or sepsis|Incidence of ICU admission|In-hospital mortality","Angel Augusto Perez Calatayud|Grupo Mexicano para el Estudio de la Medicina Intensiva","Female","18 Years to 45 Years   (Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","099/21012018/MEDCRITICAHENM","November 1, 2018","November 30, 2020","December 30, 2020","December 24, 2018",,"June 8, 2021","Hospital de Especialidades Del Niño Y La Mujer, Querétaro City, Queretaro, Mexico",,"https://ClinicalTrials.gov/show/NCT03784794"
565,"NCT01766856","Eustachian Tube Function and Myringoplasty/Tympanoplasty",,"Terminated","No Results Available","Tympanic Membrane Perforation","Other: Eustachian tube function testing","Healing of perforation|Recurrence of otitis media","University of Pittsburgh|Department of Pediatric Otolaryngology","All","3 Years to 16 Years   (Child)",,"19","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","PRO12040564","November 2012","November 2, 2017","November 2, 2017","January 11, 2013",,"January 9, 2018","ENT Research Center, Children's Hospital of Pittsburgh of UPMC, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT01766856"
566,"NCT05117658","Study of HA121-28 in Patients With Non-Small Cell Lung Cancer",,"Not yet recruiting","No Results Available","NSCLC","Drug: HA121-28 tablet","Objective Response Rate (ORR)|ORR|Progression-Free Survival (PFS)|PFS|Overall survival (OS)|Disease Control Rate (DCR)|DCR|Duration of Response (DOR)|DOR|Incidence of treatment-related adverse events (AEs) and serious adverse events (SAEs).","CSPC ZhongQi Pharmaceutical Technology Co., Ltd.","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","83","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HA122-CSP-004","November 2021","March 2023","November 2023","November 11, 2021",,"November 19, 2021","Sun Yat-sen University Cancer Centre, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT05117658"
567,"NCT02419807","Comparison of Use of Indocyanine Green and 99mTc-labeled Radiotracer for Axillary Lymphatic Mapping in Patients With Breast Cancer",,"Completed","Has Results","Stage I Breast Cancer|Stage II Breast Cancer","Drug: Indocyanine Green Solution|Radiation: Technetium Tc-99m Sulfur Colloid|Procedure: Lymphoscintigraphy|Procedure: Axillary Lymph Node Biopsy","Proportion of Sentinel Lymph Nodes (SLNs) Flagged by the Two Methods","Case Comprehensive Cancer Center|National Cancer Institute (NCI)|Mitaka USA, Inc.","Female","Child, Adult, Older Adult","Not Applicable","102","Other|NIH|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","CASE10114","February 17, 2015","February 2019","February 2019","April 17, 2015","October 22, 2020","November 16, 2020","Cleveland Clinic Taussig Cancer Instititute, Case Comprehensive Cancer Center, Cleveland, Ohio, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/07/NCT02419807/Prot_SAP_000.pdf|""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/07/NCT02419807/ICF_001.pdf","https://ClinicalTrials.gov/show/NCT02419807"
568,"NCT03946657","Anesthetics and Cerebral Oxygenation in LSG",,"Completed","No Results Available","Morbid Obesity|Bariatric Surgery Candidate|Anesthesia","Drug: Inhalational anesthetic|Drug: Intravenous anesthetic","Cerebral oxygen saturation|Arterial Blood Gas (ABG) analysis-pH|Arterial Blood Gas (ABG) analysis-Partial pressure of carbon dioxide|Arterial Blood Gas (ABG) analysis-Hemoglobin|The heart rate (HR) measurement|The oxygen saturation measurement|The mean arterial pressure measurement|The end-tidal carbon dioxide partial pressure measurement|The anesthesia time (min)|The reverse-Trendelenburg time (min)|The pneumoperitoneum time (min)|The recovery time (min)","Ondokuz Mayıs University","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 4","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Supportive Care","B.30.2.ODM.0.20.08/27-230","January 20, 2019","June 1, 2019","June 1, 2019","May 10, 2019",,"July 22, 2020","Ondokuz Mayis Universitesi, Samsun, Atakum, Turkey",,"https://ClinicalTrials.gov/show/NCT03946657"
569,"NCT04280081","A Study of Selpercatinib (LY3527723) in Participants With Advanced Solid Tumors Including RET Fusion-positive Solid Tumors, Medullary Thyroid Cancer and Other Tumors With RET Activation","LIBRETTO-321","Active, not recruiting","No Results Available","Solid Tumor|Medullary Thyroid Cancer","Drug: Selpercatinib","Overall Response Rate (ORR): Percentage of Participants with Complete Response (CR) or Partial Response (PR) by Independent Review Committee|Duration of Response (DoR) by IRC|Time to Response (TTR) by IRC|Clinical Benefit Rate (CBR): Percentage of Participants Who Achieve CR, PR or Stable Disease (SD) With a Duration of At Least 16 or More Weeks|Progression Free Survival (PFS) by IRC|Overall Survival (OS)|Pharmacokinetics (PK): Area Under the Concentration Versus Time Curve (AUC) of Selpercatinib","Loxo Oncology, Inc.|Eli Lilly and Company","All","18 Years and older   (Adult, Older Adult)","Phase 2","75","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17492|J2G-GH-JZJK","March 16, 2020","March 25, 2021","November 20, 2025","February 21, 2020",,"July 16, 2021","Nanfang Affiliated Hospital South Medical University, Guangzhou, Guangdong, China|The First Affiated Hospital Of Guangzhou Medical Collage, Guangzhou, Guangzhou, China|Hunan Cancer Hospital, Changsha, Hunan, China|Jilin Province Tumor Hospital, Changchun, Jilin, China|Jinan Central Hospital, Jinan, Shandong, China|Shanghai Chest Hospital, Shanghai, Shanghai/China, China|Zhejiang Cancer Hospital, Hang Zhou, Zhejiang, China|First Affiliated Hosp of College of Med, Zhejiang University, Hangzhou, Zhejiang, China|Zhejiang Provincial People's Hospital, Hangzhou, Zhejiang, China|Beijing Cancer Hospital, Beijing, China|Fudan University Shanghai Cancer Center, Shanghai, China|Shanghai East Hospital, Shanghai, China|Tianjin Medical University Cancer Institute & Hospital, Tianjin, China",,"https://ClinicalTrials.gov/show/NCT04280081"
570,"NCT01965067","Influence of Mild Hypothermia on Reversal of Rocuronium With Sugammadex",,"Completed","Has Results","Underdosing of Other General Anesthetics","Drug: sugammadex","Reversal Time of Rocuronium|Mean Arterial Blood Pressure|Heart Rate","MSD Korea Ltd.","All","20 Years to 65 Years   (Adult, Older Adult)","Phase 4","60","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MK8616-099","October 2013","February 2014","April 2014","October 18, 2013","August 15, 2014","August 15, 2014","Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT01965067"
571,"NCT02726282","Impact of Papillary Microcarcinoma Terminology on Patients Treatment Preferences: a Cross Sectional Survey",,"Withdrawn","No Results Available","Thyroid Cancer",,"Treatment choice","Mayo Clinic","All","18 Years and older   (Adult, Older Adult)",,"0","Other","Observational","Observational Model: Other|Time Perspective: Prospective","15-008166","March 2016","March 2017","March 2017","April 1, 2016",,"July 28, 2017","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02726282"
572,"NCT03838692","Ponatinib in Advanced or Metastatic Medullary Thyroid Cancer",,"Withdrawn","No Results Available","Medullary Thyroid Cancer","Drug: Ponatinib","Objective Response Rate (ORR)|Progression-Free Survival (PFS)","Antonio Fojo|Millennium Pharmaceuticals, Inc.|Columbia University","All","18 Years and older   (Adult, Older Adult)","Phase 2","0","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AAAR5196","July 26, 2019","June 14, 2021","June 14, 2021","February 12, 2019",,"October 13, 2021",,,"https://ClinicalTrials.gov/show/NCT03838692"
573,"NCT02648503","Deep Neuromuscular Block and Sugammadex Versus Standard of Care on Quality of Recovery in Patient Undergo Elective Laparoscopic Cholecystectomy",,"Unknown status","No Results Available","Neuromuscular Block","Drug: Deep neuromuscular block|Drug: Moderate neuromuscular block","Quality of recovery|Shoulder tip pain","University of Medicine and Pharmacy at Ho Chi Minh City|Merck Sharp & Dohme Corp.","All","18 Years and older   (Adult, Older Adult)","Phase 4","120","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","8616-138","March 2016","September 2016","December 2016","January 7, 2016",,"January 7, 2016","Operation theathre, Ho Chi Minh, Vietnam",,"https://ClinicalTrials.gov/show/NCT02648503"
574,"NCT03506048","Lenvatinib and Iodine Therapy in Treating Patients With Radioactive Iodine-Sensitive Differentiated Thyroid Cancer",,"Terminated","No Results Available","Differentiated Thyroid Gland Carcinoma|Thyroid Gland Follicular Carcinoma|Thyroid Gland Papillary Carcinoma","Drug: Lenvatinib","Time-to-progression|Best objective response|Change in thyroglobulin levels|Change in thyroglobulin antibody levels","Emory University|Eisai Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 2","3","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00101617|NCI-2018-00144|Winship4271-18","January 16, 2019","June 24, 2021","June 24, 2021","April 23, 2018",,"June 29, 2021","Emory University Hospital/Winship Cancer Institute, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT03506048"
575,"NCT03545308","Pharmacokinetics of Rocuronium for Deep Block (DeepRocu)","DeepRocu","Completed","No Results Available","Neuromuscular Blockade","Drug: Rocuronium","Onset|intubation|Post Tetanic Count recovery|Recovery Train of Four|Antagonization","Centre Hospitalier Universitaire de Nīmes","All","18 Years to 85 Years   (Adult, Older Adult)",,"250","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","2016-01-01","August 25, 2017","March 1, 2018","March 1, 2018","June 4, 2018",,"June 4, 2018","CHU Nimes, Nîmes, Gard, France",,"https://ClinicalTrials.gov/show/NCT03545308"
