"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
172,"NCT00312039","Study of Once Daily Elvucitabine Versus Lamivudine in Subjects With a Documented M184V Mutation","Resistance","Completed","No Results Available","HIV Infections","Drug: elvucitabine|Drug: Lamivudine","Reduction in viral load|safety","Alexion Pharmaceuticals","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","20","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ACH443-014A","March 2006","October 2007","October 2007","April 7, 2006",,"January 22, 2014","UAB Birmingham, Birmingham, Alabama, United States|University of California at Davis, Sacramento, California, United States|University of Miami School of Medicine, Miami, Florida, United States|Orlando Immunology Center, Orlando, Florida, United States|Olayemi Osiyemi, West Palm Beach, Florida, United States|ACRA, Atlanta, Georgia, United States|Beth Israel Medical Center, New York, New York, United States|University of Cincinnati, Cincinnati, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT00312039"
173,"NCT00122330","Study Using Eculizumab in Transfusion Dependent Paroxysmal Nocturnal Hemoglobinuria (PNH) Patients",,"Completed","No Results Available","Hemoglobinuria, Paroxysmal","Drug: eculizumab",,"Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 3","75","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Educational/Counseling/Training","TRIUMPH","October 2004",,"January 2006","July 22, 2005",,"December 4, 2006","City of Hope National Medical Center, Div. of Hematology & Bone Marrow Transplant, Duarte, California, United States|University of California at Los Angeles, Los Angeles, California, United States|Scripps Cancer Center, San Diego, California, United States|Stanford University Medical Center, Division of Hematology, Stanford, California, United States|Hartford Hospital, Cancer Clinical Research Office, Hartford, Connecticut, United States|Cleveland Clinic, Dept. of Clinical Research, Weston, Florida, United States|Indiana University Cancer Pavilion, Div. of Hematology-Oncology, Hematological Malignancy Program/Immunology, Indianapolis, Indiana, United States|Johns Hopkins University Medical Center, Baltimore, Maryland, United States|National Heart, Blood, and Lung Institute, National Institutes of Health, Bethesda, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Washington University School of Medicine, Dept. of Internal Medicine/Division of Hematology, St. Louis, Missouri, United States|NYU Clinical Cancer Center, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Duke University Health System, Division of Cell Therapy, Heme Malignancies Program, Durham, North Carolina, United States|Cleveland Clinic Foundation, Cleveland, Ohio, United States|Presbyterian Medical Center, PENN Comprehensive Hemophilia & Thrombosis Program, Philadelphia, Pennsylvania, United States|Princess Alexandra Hospital, Oncology Haematology Radiation Department, Woolloongabba, Queensland, Australia|Queen Elizabeth Hospital, Dept. of Haematology, Woodville South, South Australia, Australia|Royal Melbourne Hospital, Dept. of Clinical Haematology & Medical Oncology, Parkville, Victoria, Australia|The Royal Perth Hosptial, Department of Haematology/Level 2, Perth, Western Australia, Australia|Ucl St. Luc, Hematology Department, Brussels, Belgium|University of Alberta, Cross Cancer Institute, Edmonton, Alberta, Canada|Hospital De L'Hotel Dieu, Hematologie et Oncologie Medicale, Cedex, Paris, France|Hopital Saint-Louis, Centre G. Hayem-Secteur Bleu Porte 7, Laboratoire De Pathologie/Greffe de Moelle, Cedex, Paris, France|Universitatsklinikum Essen, Zentrum fur Innere Medizin, Essen, Germany|Universitatsklinik Greifswald, Innere Medizin C - Hamato-Onkologie, Greifswald, Germany|Medizinische Hochschule Hannover, Abt. Hamatologie/Onkologie, Zentrum fur Innere Medizin, Hannover, Germany|Saarland University Medical School, Internal Medicine 1, Homburg/Saar, Germany|Institut fur Klinische Transfusionmedizin und Immungenetik, Abtlg. Transfusionsmedizin des Universitatskinikums Ulm, Ulm, Germany|St. James Hospital, Haematology Department, Dublin, Ireland|Azienda Ospedaliera Universitaria Careggi, Dipartimento di area critica medico-chirurgica, Firenze, Italy|Ospedale San Martino, Dept. of Hematology, Genova, Italy|Ospedale Maggiore di Milano, Divisione di Ematologia, Milano, Italy|Universitar degli Studi di Napoli, Divisione di Ematologia, Azienda Universitar Policlinico, Napoli, Italy|Ospedale San Bortolo, Divisione di Ematologia, Vicenza, Italy|UMC St. Radboud, Dept. of Hematology, Nijmegen, GA, Netherlands|Lund University Hospital, Department of Internal Medicine, Section of Hematology, Lund, Sweden|Umea University Hospital, Dept. of Internal Medicine 3, Section for Hematology, Umea, Sweden|Universitatsklinik Basel, Division of Hematology, Basel, CH, Switzerland|Royal Cornwall Hospital, Haematology Dept., Truro, Cornwall, United Kingdom|Belfast City Hospital, Dept. of Haematology C Floor, Belfast, United Kingdom|Leeds General Infirmary, D Floor Brotherton Wing, Leeds, United Kingdom|St. George's Hospital, Department of Haematology, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT00122330"
174,"NCT00122317","Extension Study of Eculizumab in Patients With Transfusion Dependent Paroxysmal Nocturnal Hemoglobinuria (PNH)",,"Completed","Has Results","Paroxysmal Hemoglobinuria, Nocturnal","Drug: eculizumab","Incidence of Treatment-emergent Adverse Events|Hemolysis as Measured by Change From Baseline in LDH Area Under the Curve|Quality of Life as Measured by FACIT-Fatigue Scale Change From Baseline|Incidence of Thrombosis After Eculizumab Infusion","Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 3","187","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","E05-001","May 2005","September 2008","October 2008","July 22, 2005","June 5, 2017","March 13, 2018","Stanford University Medical Center, Division of Hematology, Stanford, California, United States|Hartford Hospital, Cancer Clinical Research Office, Hartford, Connecticut, United States|Cleveland Clinic Florida, Department of Clinical Research, Weston, Florida, United States|Indianapolis University Cancer Center, Indianapolis, Indiana, United States|Johns Hopkins University Medical Center, Baltimore, Maryland, United States|National Heart, Lung, and Blood Institute, National Institutes of Health, Bethesda, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Mayo Clinic, Divison of Hematology, Rochester, Minnesota, United States|Washington University, Department of Internal Medicine/Division of Hematology, Saint Louis, Missouri, United States|NYU Clinical Cancer Center, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Duke University Medical Center, Division Cell Therapy, Heme Malignancies Program, Durham, North Carolina, United States|Cleveland Clinic Foundation, Cleveland, Ohio, United States|Presbyterian Medical Center, PENN Comprehensive Hemophilia & Thombosis Program, Philadelphia, Pennsylvania, United States|Royal North Shore Hospital, Haematology Department, Saint Leonards, New South Wales, Australia|Princess Alexandra Hospital, Oncology Haematology Radiation Department, Woolloongabba, Queensland, Australia|The Queen Elizabeth Hospital, Haematology/Oncology Department, Woodville South, South Australia, Australia|The Royal Perth Hospital, Department of Haematology/Level 2, Perth, Western Australia, Australia|Royal Melbourne Hospital, Department of Clinical Haematology & Medical Oncology, Parkville, Australia|Ucl St. Luc, Hematology Department, Brussels, Belgium|University of Alberta, Cross Cancer Institute, Edmonton, Alberta, Canada|London Regional Cancer Centre, Clinical Research Unit Room C3080, London, Ontario, Canada|Hopital Saint Louis, Centre d'investigation Clinique, Paris, Cedex, France|Universitatsklinikum Essen, Zentrum fur Innere Medizin, Essen, Germany|Medizinische Hochschule Hannover, Abt. Hamatologie/Onkologie, Zentrum fur Innere Medizin, Hannover, Germany|Universitatskliniken des Saarlandes, Innere Medizin 1, Homburg/Saar, Germany|Institut fur Klinische Transfusionmedizin und Immunogenetik, Abtlg. Transfusionmedizin des Univ. Ulm, Ulm, Germany|St. James's Hospital, Cancer Clinical Trial Office, Dublin, Ireland|Azienda Ospedaliera Universitaria Careggi, Dipartimento di area critica medico-chirurgica, Firenze, Italy|Ospedale San Martino, Department of Hematology, Genova, Italy|Ospedale Maggiore di Milano, Divisione di Ematologia, Milano, Italy|Universita degli Studi di Napoli, Divisione di Ematologia, Azienda Universitar Policlinico, Napoli, Italy|Ospedale San Bortolo, Divisione di Ematologia, Vicenza, Italy|UMC St. Radboud, Department of Hematology, Nijmegen, GA, Netherlands|Hospital Clinic i Provincial, Servicio de Hematologia, Barcelona, Spain|Hospital Universitario Germans Trias I Pujol, Servicio de Hematologia, Barcelona, Spain|Hospital De La Paz, Servicio de Hematologia, Madrid, Spain|Stockholm South Hospital, Division of Hematology, Stockholm, Sweden|Leeds General Infirmary, D Floor Brotherton Wing, Leeds, United Kingdom|St. George's Hospital, Department of Haematology, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT00122317"
175,"NCT00122304","Study of Safety in Hemolytic Paroxysmal Nocturnal Hemoglobinuria (PNH) Patients Treated With Eculizumab",,"Completed","No Results Available","Hemoglobinuria, Paroxysmal","Drug: eculizumab","Acceptable safety (adverse events [AEs], labs, electrocardiograms [ECGs], vital signs)|Primary surrogate of efficacy endpoint is hemolysis measured by LDH area under the curve.|Hemolysis measured by the change of LDH from baseline;|Quality of Life","Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 3","85","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SHEPHERD|C04-002","December 2004",,"November 2006","July 22, 2005",,"February 21, 2007","Norris Comprehensive Cancer Center, Los Angeles, California, United States|Stanford University Medical Center, Division of Hematology, Stanford, California, United States|Hartford Hospital, Cancer Clinical Research Office, Hartford, Connecticut, United States|Cleveland Clinic Florida, Dept. of Clinical Research, Weston, Florida, United States|Indiana University Cancer Pavilion, Indianapolis, Indiana, United States|Johns Hopkins University Medical Center, Baltimore, Maryland, United States|National Heart, Lung, and Blood Institute, National Institutes of Health, Bethesda, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Mayo Clinic, Division of Hematology, Rochester, Minnesota, United States|Washington University Medical Center, Department of Internal Medicine/Division of Hematology, St. Louis, Missouri, United States|Cooper University Hospital, Cooper Cancer Institute, Voorhees, New Jersey, United States|Roswell Park Cancer Institute, Buffalo, New York, United States|NYU Clinical Cancer Center, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Duke University Medical Center, Division Cell Therapy, Heme Malignancies Program, Durham, North Carolina, United States|The Cleveland Clinic Foundation, Cleveland, Ohio, United States|OHSU Center for Hematologic Malignancies, Portland, Oregon, United States|Presbyterian Medical Center, PENN Comprehensive Hemophilia & Thrombosis Program, Philadelphia, Pennsylvania, United States|University of Utah, Hematology-BMT Department, Salt Lake City, Utah, United States|Royal North Shore Hospital, Haematology Department, St. Leonard, New South Wales, Australia|Princess Alexandra Hospital, Oncology Haematology Radiation Department, Woolloongabba, Queensland, Australia|The Queen Elizabeth Hospital, Haematology/Oncology Department, Woodville South, South Australia, Australia|The Royal Perth Hospital, Dept. of Haematology/Level 2, Perth, Western Australia, Australia|Royal Melbourne Hospital, Dept. of Clinical Haematology & Medical Oncology, Parkville, Australia|Ucl St. Luc, Hematology Department, Brussels, Belgium|University of Alberta, Cross Cancer Institute, Edmonton, Alberta, Canada|London Regional Cancer Centre, Clinical Research Unit Room C3080, London, Ontario, Canada|Hopital Saint-Louis, Centre d'investigation Clinique, Paris, Cedex, France|Universitatsklinikum Essen, Zentrum fur Innere Medizin, Essen, Germany|Medizinische Hochschule Hannover, Abt. Hamatologie/Onkologie, Zentrum fur Innere Medizin, Hannover, Germany|Universitatskliniken des Saarlandes, Innere Medizin 1, Homburg/Saar, Germany|Institut fur Klinische Transfusionmedizin und Immungenetik, Abtlg. Transfusionmedizin des Univer. Ulm, Ulm, Germany|St. James Hospital, Haematology Dept., Cancer Clinical Trial Office, Dublin, Ireland|Azienda Ospedaliera Universitaria Careggi, Dipartimento di area critica medico-chirurgica, Firenze, Italy|Ospedale San Martino, Dept. of Hematology, Genova, Italy|Ospedale Maggiore di Milano, Divisione di Ematologia, Milano, Italy|Universita degli Studi di Napoli, Divisione di Ematologia, Azienda Universitar Policlinico, Napoli, Italy|Ospedale San Bortolo, Divisione di Ematologia, Vicenza, Italy|UMC St. Radboud, Department of Hematology, Nijmegen, Netherlands|Hospital Clinic i Provincial, Servicio de Hematologia, Barcelona, Spain|Hospital Universitario Germans Trias I Pujol, Servicio de Hematologia, Barcelona, Spain|Hospital De La Paz, Servicio de Hematologia, Madrid, Spain|Stockholm South Hospital, Division of Hematology, Stockholm, Sweden|University Hospital, Dept. of Haematology, Uppsala, Sweden|Kantonsspital Basel, Abteilung fuer Haematologie, Basel, Switzerland|Royal Cornwall Hospital, Truro, Cornwall, United Kingdom|Leeds General Infirmary, D Floor Brotherton Wing, Leeds, United Kingdom|St. Georges Hospital, Department of Haematology, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT00122304"
176,"NCT00048308","Effect of Pexelizumab on All-Cause Mortality and Myocardial Infarction in Patients Undergoing Coronary Artery Bypass Graft Surgery With Cardio-Pulmonary Bypass",,"Completed","No Results Available","Cardio-pulmonary Bypass|Coronary Artery Bypass Graft","Drug: pexelizumab",,"Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 3","3000","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Prevention","2000099|PRIMO-CABG","January 2002","March 2003",,"October 31, 2002",,"February 23, 2017","Baptist Medical Center Cardiology, Birmingham, Alabama, United States|University of Alabama at Birmingham, Birmingham, Alabama, United States|IMC-Diagnostic and Medical Clinic, Mobile, Alabama, United States|Desert Samaritan - Lutheran Heart, Mesa, Arizona, United States|Good Samaritan Regional Medical Center, Phoenix, Arizona, United States|Saguaro Clinical Research, Tucson, Arizona, United States|Southern Arizona VAMC, Tucson, Arizona, United States|University of Arizona, Tucson, Arizona, United States|Sparks Regional Medical Center, Fort Smith, Arkansas, United States|University of Arkansas, Little Rock, Arkansas, United States|Brotman Medical Center, Beverly Hills, California, United States|Cardiovascular Associates of the Peninsula, Burlingame, California, United States|Seton Medical Center, Daly City, California, United States|St. Jude Medical Center, Fullerton, California, United States|Apex Cardiology, Inglewood, California, United States|Huntington Memorial Hospital, Los Angeles, California, United States|University of Southern California, Los Angeles, California, United States|St. Vincent's Hospital, Los Angeles, California, United States|University of California - Los Angeles, Los Angeles, California, United States|Crozer-Chester Medical Center, Oakland, California, United States|Tri-City Medical Center, Oceanside, California, United States|Mercy General Hospital, Sacramento, California, United States|San Diego Cardiac Center, San Diego, California, United States|Kaiser Foundation Hospital, San Francisco, California, United States|UCSF Moffitt-Long Hospital, San Francisco, California, United States|South Denver Cardiology Associates, Denver, Colorado, United States|Western Cardiology Associates, Denver, Colorado, United States|Heart and Vascular Clinic of Northern CO, Fort Collins, Colorado, United States|St. Vincent's Medical Center, Bridgeport, Connecticut, United States|Bridgeport Hospital, Bridgeport, Connecticut, United States|Christiana Care Health Services, Newark, Delaware, United States|Georgetown University Hospital, Washington, District of Columbia, United States|Cardiology Associates, Washington, District of Columbia, United States|Washington Hospital Center, Washington, District of Columbia, United States|VA Medical Center - Washington DC, Washington, District of Columbia, United States|Florida Cardiovascular Research, Atlantis, Florida, United States|Morton Plan Mease Health Care, Clearwater, Florida, United States|Heart Group Research, Fort Lauderdale, Florida, United States|Gulf Bay Cardiovascular and Thoracic Associates, Hudson, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|MIMA Century Research Associates, Melbourne, Florida, United States|Brevard Cardiology Group, PA, Merritt Island, Florida, United States|Medical Research Unlimited, Miami, Florida, United States|Florida Heart Institute at Florida Hospital, Orlando, Florida, United States|Orlando Heart Center, Orlando, Florida, United States|Cardiology Consultants, Pensacola, Florida, United States|Ford Research Center, Pensacola, Florida, United States|Sarasota Memorial Hospital, Sarasota, Florida, United States|Northside Hospital ans Heart Institute, St. Petersburg, Florida, United States|Tallahassee Memorial Regional Medical Center, Tallahassee, Florida, United States|Pepin Heart and Vascular Institute, Tampa, Florida, United States|Emory University Hospital, Atlanta, Georgia, United States|St. Joseph's Hospital, Atlanta, Georgia, United States|University Hospital, Augusta, Georgia, United States|VA Medical Center- Atlanta, Decatur, Georgia, United States|VA Medical Center - Dubin, Macon, Georgia, United States|Straub Clinic and Hospital, Honolulu, Hawaii, United States|Kaiser Permanente Medical Center, Honolulu, Hawaii, United States|Northwestern Univ. Medical Center, Chicago, Illinois, United States|Northwestern University Medical Center, Chicago, Illinois, United States|University of Illinois - Chicago, Chicago, Illinois, United States|Evanston Northwestern Healthcare Evanston Hospital, Evanston, Illinois, United States|Indiana Ohio Heart, Fort Wayne, Indiana, United States|Community Hospital, Indianapolis, Indiana, United States|St. Vincent's Medical Center, Indianapolis, Indiana, United States|Iowa Heart Center - Laurel, Des Moines, Iowa, United States|University of Iowa, Iowa City, Iowa, United States|University of Kansas City Medical Center, Kansas City, Kansas, United States|Wesley Medical Center, Wichita, Kansas, United States|University of Louisville, Louisville, Kentucky, United States|University of Louisville, Louisville, Kentucky, United States|Cardiovascular Institute of the South, Houma, Louisiana, United States|Turuo Infirmary, New Orleans, Louisiana, United States|Methodist Hospital, New Orleans, Louisiana, United States|Alton Ochsner Medical Foundation - Brent House, New Orleans, Louisiana, United States|Cardiac Centers of Louisiana, Shreveport, Louisiana, United States|Cardiovascular Institute of the South, Thibodaux, Louisiana, United States|Sinai Hospital of Baltimore, Baltimore, Maryland, United States|Union Memorial Hospital, Baltimore, Maryland, United States|Washington Adventist Hospital, Takoma Park, Maryland, United States|Midatlantic Cardiovascular Associates, Towson, Maryland, United States|St. Joseph's Hospital, Towson, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Brigham and Womens Hospital, Boston, Massachusetts, United States|Baystate Medical Center, Springfield, Massachusetts, United States|University of Massachusetts, Worcester, Massachusetts, United States|Henry Ford Hospital, Detroit, Michigan, United States|McLaren Regional Medical Center, Flint, Michigan, United States|Thoracic and Cardiovascular Institute, Lansing, Michigan, United States|West Shore Cardiology Research Department, Muskegon, Michigan, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|Covenant Medical Center, Saginaw, Michigan, United States|St. Luke's Hospital-Duluth, Duluth, Minnesota, United States|St. Mary's Duluth Health System, Duluth, Minnesota, United States|Abbott Northwestern Hospital, Minneapolis, Minnesota, United States|Park Nicollet Medical Center, Minneapolis, Minnesota, United States|North Memorial Hospital, Robbinsdale, Minnesota, United States|Park Nicollet Health Research Center, St. Louis Park, Minnesota, United States|Mississippi Center for Clinical Research, Jackson, Mississippi, United States|St. Luke's Hospital - Mid-America Heart Institute, Kansas City, Missouri, United States|Christian North East Hospital, St. Louis, Missouri, United States|Washington University School of Medicine, St. Louis, Missouri, United States|Cardiology diagnostics, Ltd., St. Peters, Missouri, United States|Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, United States|Cardiovascular Associates of the Delaware Valley, Haddon Heights, New Jersey, United States|Garden State Cardiology, Paramus, New Jersey, United States|Albert Einstein Hospital, Bronx, New York, United States|Maimonides Medical Center, Brooklyn, New York, United States|United Health Services, Johnson City, New York, United States|New York Presbyterian Hospital, New York City, New York, United States|Rochester General Hospital, Rochester, New York, United States|University of Rochester, Rochester, New York, United States|Westchester County Medical Center, Valhalla, New York, United States|Asheville Cardiothoracic Surgeons, Asheville, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|West forest School of Medicine, Winston-Salem, North Carolina, United States|Akron General Medical Center, Akron, Ohio, United States|Summa Health Systems, Akron, Ohio, United States|Good Samaritan Hospital, Cincinnati, Ohio, United States|Sterling Research Group, Cincinnati, Ohio, United States|Good Samaritan Hospital -Seton Center, Cincinnati, Ohio, United States|Tri Health Bethesda North Hospital, Cincinnati, Ohio, United States|University Hopital of Cleveland, Cleveland, Ohio, United States|Mt. Carmel West, Columbus, Ohio, United States|Dayton Heart Center, Dayton, Ohio, United States|North Ohio Heart Center, Sandusky, Ohio, United States|Oklahoma Foundation for Cardiovascular Research, Oklahoma City, Oklahoma, United States|University of Oklahoma, Oklahoma City, Oklahoma, United States|Integris Baptist Medical Center, Oklahoma City, Oklahoma, United States|Bend Memorial Clinic, Bend, Oregon, United States|Northwest Surgical Associates, Portland, Oregon, United States|Legacy Good Samaritan Hospital, Portland, Oregon, United States|The Heart Center, Doylestown, Pennsylvania, United States|North Memorial Pain Institute, Philadelphia, Pennsylvania, United States|Allegheny General Hospital, Pittsburgh, Pennsylvania, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States|Guthrie Clinical Research, Sayre, Pennsylvania, United States|Chester County Cardiovascular Center, West Chester, Pennsylvania, United States|The Chattanooga Heart Institute Cardiovascular Group, P.C., Chattanooga, Tennessee, United States|Baptist Memorial Hospital, Memphis, Tennessee, United States|Parkway Cardiovascular Associates, Oak Ridge, Tennessee, United States|Brackenridge Hospital, Austin, Texas, United States|Seton Medical Center, Austin, Texas, United States|University of Texas Southwestern Medical Center, Dallas, Texas, United States|Methodist Hospital, Houston, Texas, United States|Texas Heart Institute, Houston, Texas, United States|VA Medical Center - Houston, Houston, Texas, United States|Texas Tech University Health Center, Lubbock, Texas, United States|South Texas Cardiovascular Consultants Clinical Research Center, San Antonio, Texas, United States|South Texas VA Health Care, San Antonio, Texas, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|Scott and White Memorial Hospital, Temple, Texas, United States|Fletcher Allen Health Care, Burlington, Vermont, United States|Cardiovascular and Thoracic Surgery Associates, Arlington, Virginia, United States|Inova Fairfax Hospital, Falls Church, Virginia, United States|Mary Washington Hospital, Fredericksburg, Virginia, United States|Sentara Norfolk General Hospital, Norfolk, Virginia, United States|Carillion Roanoke Hospital, Roanoke, Virginia, United States|VA-Medical Center -Seattle Cardiology, Seattle, Washington, United States|University of Washington, Seattle, Washington, United States|FHS Research Center, Tacoma, Washington, United States|Tacoma General Hospital, Tacoma, Washington, United States|Camcare Health Education & Research Institute, Charleston, West Virginia, United States|Appleton Medical Center, Appleton, Wisconsin, United States|Gundersen-Lutheran Hospital, La Crosse, Wisconsin, United States|Wisconsin Center for Clinical Research, Milwaukee, Wisconsin, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States|Cardiovascular Research and Education Foundation, Inc., Wausau, Wisconsin, United States|Makenzie Health Science Center, Edmonton, Alberta, Canada|Cathy Metcalfe Research Consultants, Delta, British Columbia, Canada|Vancouver General Hospital, Vancouver, British Columbia, Canada|St. Paul's Hospital, Vancouver, British Columbia, Canada|Victoria Heart Institute, Victoria, British Columbia, Canada|University of Manitoba Health Science Centre, Winnipeg, Manitoba, Canada|Health Science Centre, Winnipeg, Manitoba, Canada|New Brunswick Heart Center, St. John, New Brunswick, Canada|General Hospital Health Science Center, St. John's, Newfoundland and Labrador, Canada|Dalhousie University, Halifax, Nova Scotia, Canada|McMaster Clinic, Hamilton, Ontario, Canada|Sunnybrook & Women's College Health Science Centre, Toronto, Ontario, Canada|Toronto General Hospital, Toronto, Ontario, Canada|Montreal Heart Institute, Montreal, Quebec, Canada|University of Montreal, Montreal, Quebec, Canada|Royal Victoria Hospital, Montreal, Quebec, Canada|Hopital Laval, Quebec City, Quebec, Canada|Regina General Hospital, Regina, Saskatchewan, Canada",,"https://ClinicalTrials.gov/show/NCT00048308"
177,"NCT00040157","Safety and Antiviral Study of ACH-126, 443 (Beta-L-Fd4C) in the Treatment of Adults With HIV Infection and Modestly Detectable Viral Load.",,"Terminated","No Results Available","HIV Infections","Drug: ACH126-443 (Beta-L-Fd4C)",,"Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Phase 2","60","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment","ACH443-006",,,"May 2003","June 25, 2002",,"December 30, 2015","Body Positive, Inc., Phoenix, Arizona, United States|L.a., California, United States|Pacific Horizon Medical Group, Inc., San Francisco, California, United States|Community Health Care Center One, Inc., Ft. Lauderdale, Florida, United States|South Shore Hospital, Miami Beach, Florida, United States|AIDS Research Consortium, Atlanta, Georgia, United States|Chicago, Illinois, United States|St. Lukes Roosevelt Hospital, New York, New York, United States|Stony Brook University Infectious Disease, Dept. of Medicine, Stony Brook, New York, United States|Houston, Texas, United States|Houston, Texas, United States|Hampton Road Medical Specialists, Hampton, Virginia, United States|Swedish Medical Center, Seattle, Washington, United States",,"https://ClinicalTrials.gov/show/NCT00040157"
178,"NCT00037622","Safety and Antiviral Study of ACH-126, 443 (Beta-L-Fd4C) in the Treatment of Adults With Chronic Hepatitis B Infection.",,"Terminated","No Results Available","Chronic Hepatitis B","Drug: ACH-126, 443 (beta-L-Fd4C)",,"Alexion Pharmaceuticals","All","18 Years and older   (Adult, Older Adult)","Not Applicable","100","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ACH443-901",,,"May 2003","May 20, 2002",,"August 19, 2009",,,"https://ClinicalTrials.gov/show/NCT00037622"
179,"NCT00112983","Eculizumab in Treating Patients With Paroxysmal Nocturnal Hemoglobinuria",,"Completed","No Results Available","Leukemia","Biological: eculizumab",,"Jonsson Comprehensive Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 3",,"Other","Interventional","Allocation: Randomized|Masking: Double|Primary Purpose: Prevention","ALEXION-C04-001|UCLA-0406101-01|CDR0000409569","November 2004",,"June 2005","June 3, 2005",,"May 30, 2013","Jonsson Comprehensive Cancer Center at UCLA, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT00112983"
180,"NCT05117645","Role of Computed Tomography in Evaluation of Different Causes of Intestinal Obstruction Correlated With Operative Findings",,"Not yet recruiting","No Results Available","Intestinal Obstruction","Diagnostic Test: Computed tomography","Emphasization the role of the MDCT in the evaluation of intestinal obstruction.","Sohag University","Female","1 Year and older   (Child, Adult, Older Adult)",,"50","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","soh-med-21-11-04","December 2021","June 2022","June 2022","November 11, 2021",,"November 11, 2021","Sohag University Hospital, Sohag, Egypt",,"https://ClinicalTrials.gov/show/NCT05117645"
181,"NCT04925804","Unraveling Genetics of HypoPhosPhatasia (HPP Genetics)",,"Completed","No Results Available","Hypophosphatasia",,"Genetic analysis (WGS) of participants clinically suspected for HPP|Analysis and identification of genetic variants","CENTOGENE GmbH Rostock|Alexion Pharmaceuticals","All","Child, Adult, Older Adult",,"16","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","HPP genetics-2020","June 2, 2021","December 2, 2021","December 2, 2021","June 14, 2021",,"December 29, 2021","Universität Würzburg - Klinische Studieneinheit, Orthopädische Klinik, Würzburg, Germany",,"https://ClinicalTrials.gov/show/NCT04925804"
